ID,ementa detalhada,temas,sub_ementas,tokens_temas,tema_principal,similaridade,cluster,Tema_Cluster
1304,Altera o Decreto-lei nº 5.452 de 1943.,"Direitos Humanos e Minorias, Trabalho e Emprego, Viação, Transporte e Mobilidade",['Altera o Decreto-lei nº 5.452 de 1943.'],"['Direitos Humanos e Minorias', 'Trabalho e Emprego', 'Viação', 'Transporte e Mobilidade']",Direitos Humanos e Minorias,0.4318041205406189,0,Trabalho e Emprego
1307,Altera o Decreto-lei nº de 1943.,"Direitos Humanos e Minorias, Trabalho e Emprego, Viação, Transporte e Mobilidade",['Altera o Decreto-lei nº de 1943.'],"['Direitos Humanos e Minorias', 'Trabalho e Emprego', 'Viação', 'Transporte e Mobilidade']",Direitos Humanos e Minorias,0.4631081223487854,34,Direito Penal e Processual Penal
1313,Altera a Lei nº 10.260 de 2001.,"Educação, Finanças Públicas e Orçamento, Trabalho e Emprego",['Altera a Lei nº 10.260 de 2001.'],"['Educação', 'Finanças Públicas e Orçamento', 'Trabalho e Emprego']",Educação,0.42770856618881226,26,Direitos Humanos e Minorias
1320,"Altera o Decreto-Lei nº 5.452, de 1943.","Indústria, Comércio e Serviços, Saúde, Trabalho e Emprego","['Altera o Decreto-Lei nº 5.452', 'de 1943.']","['Indústria', 'Comércio e Serviços', 'Saúde', 'Trabalho e Emprego']",Indústria,0.4431187574927871,43,Meio Ambiente e Desenvolvimento Sustentável
1323,"Altera o Decreto-Lei nº 5.452, de 1943.",Trabalho e Emprego,"['Altera o Decreto-Lei nº 5.452', 'de 1943.']",['Trabalho e Emprego'],Trabalho e Emprego,0.44311882112477274,43,Meio Ambiente e Desenvolvimento Sustentável
1331,Altera a Lei nº 8.212 de 1991.,"Direitos Humanos e Minorias, Finanças Públicas e Orçamento, Trabalho e Emprego",['Altera a Lei nº 8.212 de 1991.'],"['Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.4059627950191498,20,Direitos Humanos e Minorias
1343,Altera a Lei nº 12.845 de 2013.,"Defesa e Segurança, Direitos Humanos e Minorias, Saúde, Trabalho e Emprego",['Altera a Lei nº 12.845 de 2013.'],"['Defesa e Segurança', 'Direitos Humanos e Minorias', 'Saúde', 'Trabalho e Emprego']",Defesa e Segurança,0.43241214752197266,0,Trabalho e Emprego
1351,Altera a Lei nº 9.394 de 1996.,"Educação, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 9.394 de 1996.'],"['Educação', 'Meio Ambiente e Desenvolvimento Sustentável']",Educação,0.393224835395813,28,Direitos Humanos e Minorias
1352,Altera a Lei n67 9.605 de 1998.,"Direito Penal e Processual Penal, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei n67 9.605 de 1998.'],"['Direito Penal e Processual Penal', 'Meio Ambiente e Desenvolvimento Sustentável']",Direito Penal e Processual Penal,0.42505285143852234,36,Finanças Públicas e Orçamento
1365,Altera a Lei nº 10.741 de 2003.,"Direitos Humanos e Minorias, Finanças Públicas e Orçamento, Previdência e Assistência Social, Saúde",['Altera a Lei nº 10.741 de 2003.'],"['Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento', 'Previdência e Assistência Social', 'Saúde']",Direitos Humanos e Minorias,0.45196273922920227,45,Direitos Humanos e Minorias
1429,Altera a Lei nº 8.213 de 1991.,"Direitos Humanos e Minorias, Previdência e Assistência Social, Trabalho e Emprego",['Altera a Lei nº 8.213 de 1991.'],"['Direitos Humanos e Minorias', 'Previdência e Assistência Social', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.42920875549316406,26,Direitos Humanos e Minorias
1451,Altera a Lei nº 8.906 de 1994.,"Direitos Humanos e Minorias, Educação, Trabalho e Emprego",['Altera a Lei nº 8.906 de 1994.'],"['Direitos Humanos e Minorias', 'Educação', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.402081698179245,38,Direitos Humanos e Minorias
1475,Altera o Decreto-lei nº 2.848 de 1940.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera o Decreto-lei nº 2.848 de 1940.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.46050721406936646,8,Direito Penal e Processual Penal
1483,Altera a Lei nº 4.117 de 1962.,"Comunicações, Direito Penal e Processual Penal, Direitos Humanos e Minorias, Finanças Públicas e Orçamento",['Altera a Lei nº 4.117 de 1962.'],"['Comunicações', 'Direito Penal e Processual Penal', 'Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento']",Comunicações,0.45754343271255493,29,Direitos Humanos e Minorias
1523,Altera a Lei nº 8.429 de 1992.,Administração Pública,['Altera a Lei nº 8.429 de 1992.'],['Administração Pública'],Administração Pública,0.415704607963562,30,Finanças Públicas e Orçamento
1525,Altera as Lesi nº 10.406 de 2020 e 9.492 de 1997.,Direito Civil e Processual Civil,['Altera as Lesi nº 10.406 de 2020 e 9.492 de 1997.'],['Direito Civil e Processual Civil'],Direito Civil e Processual Civil,0.4685201942920685,16,Direito Civil e Processual Civil
1548,Altera o Decreto-lei 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-lei 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4635851979255676,34,Direito Penal e Processual Penal
1557,Altera a Lei nº 8.987 de 1995.,"Energia, Recursos Hídricos e Minerais",['Altera a Lei nº 8.987 de 1995.'],"['Energia', 'Recursos Hídricos e Minerais']",Energia,0.3412756323814392,37,Energia
1581,r,Finanças Públicas e Orçamento,['r'],['Finanças Públicas e Orçamento'],Finanças Públicas e Orçamento,0.3332068920135498,13,Educação
1592,Altera a Lei nº 9.250 de 1995.,"Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável, Saúde",['Altera a Lei nº 9.250 de 1995.'],"['Finanças Públicas e Orçamento', 'Meio Ambiente e Desenvolvimento Sustentável', 'Saúde']",Finanças Públicas e Orçamento,0.4242953062057495,36,Finanças Públicas e Orçamento
1609,Altera a Lei 10.205 de 2001.,"Direito Civil e Processual Civil, Direitos Humanos e Minorias, Saúde, Viação, Transporte e Mobilidade",['Altera a Lei 10.205 de 2001.'],"['Direito Civil e Processual Civil', 'Direitos Humanos e Minorias', 'Saúde', 'Viação', 'Transporte e Mobilidade']",Direito Civil e Processual Civil,0.4656161367893219,34,Direito Penal e Processual Penal
1617,Altera o Decreto-lei nº 2.848 de 1940 e a Lei nº 8.069 de 1990.,"Defesa e Segurança, Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera o Decreto-lei nº 2.848 de 1940 e a Lei nº 8.069 de 1990.'],"['Defesa e Segurança', 'Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Defesa e Segurança,0.46442312002182007,34,Direito Penal e Processual Penal
1631,Altera a Lei nº 11.445 de 2007.,"Energia, Recursos Hídricos e Minerais, Indústria, Comércio e Serviços, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 11.445 de 2007.'],"['Energia', 'Recursos Hídricos e Minerais', 'Indústria', 'Comércio e Serviços', 'Meio Ambiente e Desenvolvimento Sustentável']",Energia,0.4642585515975952,34,Direito Penal e Processual Penal
1633,Altera a Lei nº 11.445 de 2007.,"Energia, Recursos Hídricos e Minerais, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável, Trabalho e Emprego",['Altera a Lei nº 11.445 de 2007.'],"['Energia', 'Recursos Hídricos e Minerais', 'Finanças Públicas e Orçamento', 'Meio Ambiente e Desenvolvimento Sustentável', 'Trabalho e Emprego']",Energia,0.4642583727836609,34,Direito Penal e Processual Penal
1639,Altera o Decreto-lei nº 5.452 de 1943.,"Direitos Humanos e Minorias, Trabalho e Emprego",['Altera o Decreto-lei nº 5.452 de 1943.'],"['Direitos Humanos e Minorias', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.4318040907382965,0,Trabalho e Emprego
1664,Altera as Leis nº 8.989 de 1995 e 4.502 de 1964.,"Finanças Públicas e Orçamento, Trabalho e Emprego, Viação, Transporte e Mobilidade",['Altera as Leis nº 8.989 de 1995 e 4.502 de 1964.'],"['Finanças Públicas e Orçamento', 'Trabalho e Emprego', 'Viação', 'Transporte e Mobilidade']",Finanças Públicas e Orçamento,0.4100629985332489,6,Finanças Públicas e Orçamento
1679,Altera as Leis nº 10.485 de 2002 e 10.438 de 2002.,"Energia, Recursos Hídricos e Minerais, Finanças Públicas e Orçamento, Viação, Transporte e Mobilidade",['Altera as Leis nº 10.485 de 2002 e 10.438 de 2002.'],"['Energia', 'Recursos Hídricos e Minerais', 'Finanças Públicas e Orçamento', 'Viação', 'Transporte e Mobilidade']",Energia,0.42675262689590454,26,Direitos Humanos e Minorias
1685,Altera a Lei nº 11.340 de 2006.,"Defesa e Segurança, Direitos Humanos e Minorias, Finanças Públicas e Orçamento",['Altera a Lei nº 11.340 de 2006.'],"['Defesa e Segurança', 'Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento']",Defesa e Segurança,0.44152724742889404,43,Meio Ambiente e Desenvolvimento Sustentável
1686,Altera a Lei nº 13.185 de 2015.,"Comunicações, Direito Penal e Processual Penal",['Altera a Lei nº 13.185 de 2015.'],"['Comunicações', 'Direito Penal e Processual Penal']",Comunicações,0.44476523995399475,42,Direitos Humanos e Minorias
1701,Altera a Lei nº 4.533 de 1964.,"Administração Pública, Ciência, Tecnologia e Inovação, Finanças Públicas e Orçamento",['Altera a Lei nº 4.533 de 1964.'],"['Administração Pública', 'Ciência', 'Tecnologia e Inovação', 'Finanças Públicas e Orçamento']",Administração Pública,0.41159284114837646,47,Direitos Humanos e Minorias
1710,Altera a Lei nº 9.615 de 1998.,"Direitos Humanos e Minorias, Esporte e Lazer",['Altera a Lei nº 9.615 de 1998.'],"['Direitos Humanos e Minorias', 'Esporte e Lazer']",Direitos Humanos e Minorias,0.43751463294029236,35,Direitos Humanos e Minorias
1712,Altera o Decreto-lei nº 3.689 de 1941.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera o Decreto-lei nº 3.689 de 1941.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.4609299302101135,8,Direito Penal e Processual Penal
1724,Altera a Lei nº 11.343 de 2006.,"Defesa e Segurança, Direito Penal e Processual Penal",['Altera a Lei nº 11.343 de 2006.'],"['Defesa e Segurança', 'Direito Penal e Processual Penal']",Defesa e Segurança,0.48466193675994873,19,Direito e Defesa do Consumidor
1725,Altera a Lei nº 14.124 de 2021.,"Direitos Humanos e Minorias, Educação, Saúde",['Altera a Lei nº 14.124 de 2021.'],"['Direitos Humanos e Minorias', 'Educação', 'Saúde']",Direitos Humanos e Minorias,0.4126318395137787,47,Direitos Humanos e Minorias
1728,Altera os Decretos-leis 2.848 de 1940 e 3.689 de 1941 e as Leis nº 8.072 de 1990 e 9.455 de 1997.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera os Decretos-leis 2.848 de 1940 e 3.689 de 1941 e as Leis nº 8.072 de 1990 e 9.455 de 1997.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.4459705054759979,42,Direitos Humanos e Minorias
1729,"Altera as Leis nº 6.015 de 1973, 8.560 de 1992 e 12.004 de 2009.","Direito Civil e Processual Civil, Direitos Humanos e Minorias","['Altera as Leis nº 6.015 de 1973', '8.560 de 1992 e 12.004 de 2009.']","['Direito Civil e Processual Civil', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.4935711473226547,27,Direito Civil e Processual Civil
1742,Altera a Lei nº 9.250 de 1995.,"Direitos Humanos e Minorias, Finanças Públicas e Orçamento, Trabalho e Emprego",['Altera a Lei nº 9.250 de 1995.'],"['Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.4242953658103943,36,Finanças Públicas e Orçamento
1747,Altera a Lei nº 12.965 de 2014.,"Comunicações, Direitos Humanos e Minorias",['Altera a Lei nº 12.965 de 2014.'],"['Comunicações', 'Direitos Humanos e Minorias']",Comunicações,0.4042856693267822,20,Direitos Humanos e Minorias
1785,Altera a Lei nº 13.105 d e 2015.,"Direito Civil e Processual Civil, Processo Legislativo e Atuação Parlamentar, Trabalho e Emprego",['Altera a Lei nº 13.105 d e 2015.'],"['Direito Civil e Processual Civil', 'Processo Legislativo e Atuação Parlamentar', 'Trabalho e Emprego']",Direito Civil e Processual Civil,0.5243099331855774,18,Processo Legislativo e Atuação Parlamentar
1799,Revoga a Lei nº 8.658 de1993.,"Direito Civil e Processual Civil, Direito Penal e Processual Penal",['Revoga a Lei nº 8.658 de1993.'],"['Direito Civil e Processual Civil', 'Direito Penal e Processual Penal']",Direito Civil e Processual Civil,0.4878653585910797,49,Direito Civil e Processual Civil
1810,Altera a Lei nº 8.134 de 1990.,"Administração Pública, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável, Saúde",['Altera a Lei nº 8.134 de 1990.'],"['Administração Pública', 'Finanças Públicas e Orçamento', 'Meio Ambiente e Desenvolvimento Sustentável', 'Saúde']",Administração Pública,0.4268932640552521,26,Direitos Humanos e Minorias
1812,"Altera as Lei nº 8.112 de 1990, 14.133 de 2021.","Administração Pública, Direito Penal e Processual Penal, Direitos Humanos e Minorias","['Altera as Lei nº 8.112 de 1990', '14.133 de 2021.']","['Administração Pública', 'Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Administração Pública,0.4513529042402903,12,Direito Penal e Processual Penal
1819,Altera a Lei nº 7.797 de 1989.,"Energia, Recursos Hídricos e Minerais, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 7.797 de 1989.'],"['Energia', 'Recursos Hídricos e Minerais', 'Finanças Públicas e Orçamento', 'Meio Ambiente e Desenvolvimento Sustentável']",Energia,0.4224827289581299,15,Direitos Humanos e Minorias
1825,Altera a Lei nº 10.865 de 2004.,"Finanças Públicas e Orçamento, Indústria, Comércio e Serviços, Previdência e Assistência Social",['Altera a Lei nº 10.865 de 2004.'],"['Finanças Públicas e Orçamento', 'Indústria', 'Comércio e Serviços', 'Previdência e Assistência Social']",Finanças Públicas e Orçamento,0.4299229681491852,0,Trabalho e Emprego
1833,Altera o Decreto-lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4605073034763336,8,Direito Penal e Processual Penal
1858,Altera a Lei nº 14.151 de 2021.,"Direitos Humanos e Minorias, Finanças Públicas e Orçamento, Trabalho e Emprego",['Altera a Lei nº 14.151 de 2021.'],"['Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.4502638876438141,12,Direito Penal e Processual Penal
1859,Altera o Decreto-lei nº 667 de 1969.,"Defesa e Segurança, Direitos Humanos e Minorias, Finanças Públicas e Orçamento, Previdência e Assistência Social",['Altera o Decreto-lei nº 667 de 1969.'],"['Defesa e Segurança', 'Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento', 'Previdência e Assistência Social']",Defesa e Segurança,0.44056400656700134,7,Finanças Públicas e Orçamento
1863,"Altera a Lei nº 9.394, de 1996.",Educação,"['Altera a Lei nº 9.394', 'de 1996.']",['Educação'],Educação,0.37791314721107483,22,Educação
1868,Altera a Lei nº 8.078 de 1990.,"Direito Civil e Processual Civil, Direito e Defesa do Consumidor, Direitos Humanos e Minorias",['Altera a Lei nº 8.078 de 1990.'],"['Direito Civil e Processual Civil', 'Direito e Defesa do Consumidor', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.4836379885673523,19,Direito e Defesa do Consumidor
1881,Altera a Lei nº 13.869 de 2019.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera a Lei nº 13.869 de 2019.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.4254781901836395,36,Finanças Públicas e Orçamento
1887,Altera a Lei nº 12.587 de 2012.,"Direitos Humanos e Minorias, Viação, Transporte e Mobilidade",['Altera a Lei nº 12.587 de 2012.'],"['Direitos Humanos e Minorias', 'Viação', 'Transporte e Mobilidade']",Direitos Humanos e Minorias,0.4274052083492279,26,Direitos Humanos e Minorias
1940,Altera as Leis nº 8.212 de 1991 e 8.213 de 1991.,"Direitos Humanos e Minorias, Previdência e Assistência Social",['Altera as Leis nº 8.212 de 1991 e 8.213 de 1991.'],"['Direitos Humanos e Minorias', 'Previdência e Assistência Social']",Direitos Humanos e Minorias,0.43395429849624634,35,Direitos Humanos e Minorias
1960,Altera a Lei nº 14.118 de 2021.,"Cidades e Desenvolvimento Urbano, Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 14.118 de 2021.'],"['Cidades e Desenvolvimento Urbano', 'Energia', 'Recursos Hídricos e Minerais', 'Meio Ambiente e Desenvolvimento Sustentável']",Cidades e Desenvolvimento Urbano,0.45092761516571045,12,Direito Penal e Processual Penal
1964,Altera a Lei nº 11.771 de 2008.,"Economia, Finanças Públicas e Orçamento, Turismo",['Altera a Lei nº 11.771 de 2008.'],"['Economia', 'Finanças Públicas e Orçamento', 'Turismo']",Economia,0.4433045983314514,43,Meio Ambiente e Desenvolvimento Sustentável
1976,Altera a Lei nº 10.260 de 2001.,"Direitos Humanos e Minorias, Educação, Finanças Públicas e Orçamento",['Altera a Lei nº 10.260 de 2001.'],"['Direitos Humanos e Minorias', 'Educação', 'Finanças Públicas e Orçamento']",Direitos Humanos e Minorias,0.42770853638648987,26,Direitos Humanos e Minorias
2013,Altera a Lei 14.124 de 2021.,"Arte, Cultura e Religião, Direitos Humanos e Minorias, Saúde",['Altera a Lei 14.124 de 2021.'],"['Arte', 'Cultura e Religião', 'Direitos Humanos e Minorias', 'Saúde']",Arte,0.46855291724205017,16,Direito Civil e Processual Civil
2016,Altera a Lei nº 10.674 de 2003.,"Direitos Humanos e Minorias, Homenagens e Datas Comemorativas, Indústria, Comércio e Serviços, Saúde, Trabalho e Emprego",['Altera a Lei nº 10.674 de 2003.'],"['Direitos Humanos e Minorias', 'Homenagens e Datas Comemorativas', 'Indústria', 'Comércio e Serviços', 'Saúde', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.4808741509914398,41,Direito Penal e Processual Penal
